pt1_cam1_X,pt1_cam1_Y
967.916866,239.547905
967.916866,239.547905
969.972924,237.491847
969.972924,235.435789
969.972924,231.323673
969.972924,231.323673
969.972924,231.323673
972.028982,229.267614
972.028982,229.267614
972.028982,229.267614
972.028982,229.267614
972.028982,229.267614
972.028982,229.267614
972.028982,229.267614
972.028982,229.267614
972.028982,229.267614
972.028982,229.267614
972.028982,229.267614
972.028982,231.323673
972.028982,231.323673
972.028982,231.323673
972.028982,231.323673
972.028982,231.323673
972.028982,231.323673
972.028982,233.379731
974.085040,239.547905
976.141098,241.603963
976.141098,243.660021
974.085040,243.660021
972.028982,243.660021
969.972924,245.716079
969.972924,245.716079
969.972924,247.772137
969.972924,249.828195
969.972924,249.828195
969.972924,253.940312
969.972924,255.996370
969.972924,260.108486
967.916866,262.164544
965.860808,266.276660
963.804750,270.388776
961.748692,274.500892
961.748692,274.500892
961.748692,276.556950
963.804750,274.500892
963.804750,280.669067
963.804750,280.669067
963.804750,286.837241
963.804750,290.949357
963.804750,297.117531
963.804750,299.173589
959.692634,301.229648
959.692634,311.509938
957.636576,311.509938
957.636576,313.565996
953.524459,321.790228
953.524459,325.902345
951.468401,325.902345
951.468401,327.958403
951.468401,327.958403
949.412343,330.014461
949.412343,338.238693
945.300227,344.406867
945.300227,346.462925
943.244169,348.518983
941.188111,350.575042
937.075995,354.687158
937.075995,356.743216
935.019937,360.855332
935.019937,360.855332
932.963879,364.967448
932.963879,364.967448
932.963879,364.967448
930.907821,369.079564
930.907821,371.135622
930.907821,371.135622
926.795704,377.303797
924.739646,379.359855
922.683588,379.359855
920.627530,383.471971
920.627530,383.471971
920.627530,385.528029
920.627530,385.528029
916.515414,387.584087
916.515414,387.584087
914.459356,389.640145
914.459356,391.696203
914.459356,391.696203
914.459356,391.696203
914.459356,391.696203
914.459356,391.696203
914.459356,391.696203
914.459356,391.696203
914.459356,391.696203
914.459356,391.696203
914.459356,391.696203
914.459356,391.696203
914.459356,391.696203
914.459356,391.696203
914.459356,391.696203
916.515414,393.752261
916.515414,393.752261
916.515414,393.752261
916.515414,393.752261
916.515414,393.752261
916.515414,393.752261
916.515414,393.752261
916.515414,393.752261
916.515414,391.696203
918.571472,389.640145
918.571472,389.640145
918.571472,389.640145
918.571472,387.584087
920.627530,387.584087
920.627530,387.584087
920.627530,385.528029
920.627530,381.415913
922.683588,379.359855
924.739646,379.359855
924.739646,377.303797
926.795704,373.191681
926.795704,373.191681
928.851762,364.967448
928.851762,364.967448
928.851762,364.967448
930.907821,362.911390
932.963879,358.799274
932.963879,354.687158
932.963879,354.687158
937.075995,348.518983
937.075995,346.462925
939.132053,344.406867
939.132053,342.350809
943.244169,338.238693
943.244169,336.182635
945.300227,334.126577
945.300227,330.014461
949.412343,325.902345
949.412343,323.846286
953.524459,319.734170
953.524459,315.622054
955.580518,311.509938
955.580518,309.453880
955.580518,305.341764
955.580518,301.229648
955.580518,299.173589
957.636576,299.173589
957.636576,299.173589
957.636576,293.005415
961.748692,284.781183
963.804750,278.613009
963.804750,276.556950
963.804750,274.500892
963.804750,272.444834
965.860808,268.332718
965.860808,268.332718
965.860808,260.108486
965.860808,260.108486
965.860808,258.052428
967.916866,249.828195
967.916866,249.828195
967.916866,249.828195
967.916866,249.828195
967.916866,245.716079
969.972924,241.603963
969.972924,241.603963
969.972924,241.603963
969.972924,241.603963
969.972924,237.491847
969.972924,235.435789
969.972924,235.435789
969.972924,233.379731
969.972924,233.379731
969.972924,231.323673
969.972924,231.323673
969.972924,229.267614
969.972924,229.267614
969.972924,229.267614
969.972924,229.267614
967.916866,225.155498
969.972924,225.155498
969.972924,227.211556
969.972924,227.211556
969.972924,227.211556
969.972924,227.211556
969.972924,227.211556
967.916866,227.211556
967.916866,231.323673
969.972924,231.323673
969.972924,231.323673
972.028982,231.323673
969.972924,233.379731
972.028982,233.379731
972.028982,235.435789
972.028982,235.435789
972.028982,237.491847
972.028982,239.547905
972.028982,241.603963
972.028982,245.716079
972.028982,245.716079
972.028982,249.828195
972.028982,251.884253
969.972924,255.996370
969.972924,258.052428
969.972924,258.052428
965.860808,262.164544
965.860808,264.220602
965.860808,268.332718
963.804750,272.444834
963.804750,274.500892
963.804750,274.500892
961.748692,282.725125
961.748692,282.725125
961.748692,284.781183
959.692634,288.893299
959.692634,290.949357
957.636576,290.949357
955.580518,299.173589
953.524459,303.285706
955.580518,307.397822
955.580518,309.453880
955.580518,317.678112
955.580518,317.678112
953.524459,323.846286
953.524459,325.902345
949.412343,327.958403
949.412343,334.126577
947.356285,334.126577
945.300227,336.182635
943.244169,340.294751
943.244169,346.462925
941.188111,346.462925
941.188111,348.518983
937.075995,354.687158
939.132053,350.575042
939.132053,354.687158
937.075995,360.855332
935.019937,362.911390
935.019937,362.911390
935.019937,364.967448
932.963879,367.023506
932.963879,369.079564
932.963879,371.135622
930.907821,371.135622
928.851762,377.303797
922.683588,379.359855
918.571472,383.471971
918.571472,383.471971
918.571472,383.471971
918.571472,383.471971
918.571472,383.471971
918.571472,383.471971
918.571472,383.471971
918.571472,383.471971
918.571472,383.471971
918.571472,383.471971
918.571472,383.471971
918.571472,387.584087
916.515414,391.696203
912.403298,391.696203
912.403298,391.696203
910.347240,393.752261
916.515414,393.752261
918.571472,393.752261
918.571472,393.752261
918.571472,393.752261
918.571472,393.752261
918.571472,393.752261
918.571472,393.752261
918.571472,393.752261
918.571472,393.752261
918.571472,393.752261
918.571472,393.752261
918.571472,389.640145
918.571472,389.640145
918.571472,389.640145
918.571472,387.584087
918.571472,387.584087
924.739646,385.528029
924.739646,385.528029
924.739646,385.528029
924.739646,385.528029
924.739646,381.415913
924.739646,381.415913
926.795704,381.415913
926.795704,381.415913
926.795704,375.247739
926.795704,375.247739
926.795704,373.191681
928.851762,367.023506
932.963879,362.911390
932.963879,362.911390
937.075995,358.799274
937.075995,358.799274
937.075995,358.799274
941.188111,356.743216
941.188111,354.687158
943.244169,348.518983
943.244169,346.462925
943.244169,344.406867
949.412343,338.238693
947.356285,332.070519
945.300227,330.014461
947.356285,327.958403
951.468401,317.678112
951.468401,317.678112
953.524459,315.622054
953.524459,315.622054
957.636576,311.509938
957.636576,303.285706
957.636576,297.117531
957.636576,297.117531
957.636576,295.061473
957.636576,290.949357
959.692634,288.893299
959.692634,284.781183
959.692634,282.725125
959.692634,280.669067
961.748692,278.613009
961.748692,278.613009
963.804750,276.556950
963.804750,268.332718
963.804750,266.276660
965.860808,264.220602
967.916866,258.052428
969.972924,255.996370
969.972924,255.996370
969.972924,253.940312
969.972924,251.884253
967.916866,247.772137
967.916866,247.772137
967.916866,247.772137
969.972924,245.716079
969.972924,243.660021
969.972924,243.660021
969.972924,243.660021
969.972924,243.660021
969.972924,243.660021
969.972924,239.547905
969.972924,239.547905
969.972924,237.491847
969.972924,235.435789
969.972924,233.379731
969.972924,227.211556
969.972924,227.211556
969.972924,227.211556
969.972924,227.211556
969.972924,227.211556
969.972924,227.211556
972.028982,225.155498
969.972924,227.211556
974.085040,227.211556
969.972924,229.267614
969.972924,229.267614
969.972924,229.267614
969.972924,233.379731
969.972924,233.379731
969.972924,235.435789
969.972924,237.491847
974.085040,235.435789
974.085040,235.435789
974.085040,235.435789
974.085040,237.491847
974.085040,237.491847
974.085040,239.547905
972.028982,245.716079
972.028982,245.716079
969.972924,247.772137
967.916866,249.828195
967.916866,251.884253
967.916866,251.884253
967.916866,253.940312
967.916866,255.996370
965.860808,260.108486
961.748692,268.332718
961.748692,270.388776
961.748692,276.556950
961.748692,278.613009
963.804750,280.669067
963.804750,282.725125
961.748692,286.837241
961.748692,288.893299
961.748692,290.949357
959.692634,301.229648
959.692634,301.229648
955.580518,307.397822
955.580518,307.397822
953.524459,315.622054
953.524459,315.622054
951.468401,317.678112
949.412343,319.734170
949.412343,321.790228
949.412343,323.846286
949.412343,332.070519
943.244169,338.238693
943.244169,338.238693
947.356285,340.294751
949.412343,342.350809
947.356285,344.406867
945.300227,344.406867
943.244169,348.518983
939.132053,354.687158
937.075995,362.911390
937.075995,362.911390
932.963879,369.079564
932.963879,369.079564
932.963879,369.079564
932.963879,369.079564
930.907821,373.191681
926.795704,373.191681
924.739646,375.247739
924.739646,375.247739
924.739646,381.415913
922.683588,383.471971
922.683588,383.471971
922.683588,385.528029
922.683588,385.528029
922.683588,385.528029
920.627530,387.584087
920.627530,389.640145
918.571472,389.640145
918.571472,391.696203
918.571472,391.696203
918.571472,391.696203
918.571472,391.696203
918.571472,391.696203
918.571472,391.696203
918.571472,391.696203
914.459356,397.864378
914.459356,397.864378
914.459356,397.864378
914.459356,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,395.808319
918.571472,393.752261
918.571472,391.696203
918.571472,391.696203
918.571472,391.696203
918.571472,387.584087
918.571472,387.584087
920.627530,387.584087
920.627530,383.471971
920.627530,383.471971
920.627530,383.471971
920.627530,383.471971
922.683588,381.415913
924.739646,377.303797
926.795704,375.247739
926.795704,375.247739
926.795704,371.135622
928.851762,367.023506
928.851762,364.967448
930.907821,364.967448
932.963879,362.911390
932.963879,360.855332
935.019937,356.743216
935.019937,356.743216
937.075995,348.518983
937.075995,346.462925
939.132053,342.350809
941.188111,340.294751
943.244169,336.182635
943.244169,334.126577
947.356285,327.958403
947.356285,325.902345
947.356285,323.846286
949.412343,321.790228
951.468401,317.678112
953.524459,315.622054
953.524459,313.565996
953.524459,311.509938
955.580518,307.397822
955.580518,303.285706
955.580518,299.173589
959.692634,293.005415
961.748692,288.893299
959.692634,286.837241
959.692634,284.781183
959.692634,282.725125
959.692634,278.613009
959.692634,278.613009
959.692634,274.500892
959.692634,274.500892
959.692634,270.388776
961.748692,268.332718
965.860808,262.164544
967.916866,260.108486
963.804750,255.996370
963.804750,255.996370
963.804750,251.884253
963.804750,251.884253
963.804750,251.884253
967.916866,249.828195
967.916866,249.828195
967.916866,247.772137
967.916866,243.660021
972.028982,243.660021
961.748692,239.547905
961.748692,239.547905
963.804750,235.435789
963.804750,235.435789
967.916866,233.379731
967.916866,233.379731
967.916866,233.379731
969.972924,231.323673
969.972924,231.323673
969.972924,231.323673
969.972924,231.323673
969.972924,231.323673
969.972924,231.323673
969.972924,231.323673
969.972924,233.379731
969.972924,233.379731
967.916866,235.435789
967.916866,235.435789
967.916866,237.491847
967.916866,237.491847
967.916866,237.491847
967.916866,237.491847
969.972924,237.491847
969.972924,239.547905
969.972924,241.603963
969.972924,243.660021
969.972924,243.660021
969.972924,243.660021
969.972924,243.660021
969.972924,247.772137
969.972924,249.828195
969.972924,249.828195
969.972924,251.884253
969.972924,251.884253
969.972924,253.940312
965.860808,262.164544
965.860808,262.164544
965.860808,262.164544
965.860808,262.164544
967.916866,268.332718
967.916866,272.444834
965.860808,274.500892
963.804750,276.556950
963.804750,282.725125
963.804750,282.725125
959.692634,286.837241
959.692634,286.837241
959.692634,290.949357
959.692634,293.005415
957.636576,299.173589
957.636576,303.285706
957.636576,305.341764
953.524459,317.678112
951.468401,317.678112
945.300227,327.958403
945.300227,327.958403
945.300227,327.958403
945.300227,334.126577
945.300227,334.126577
945.300227,336.182635
945.300227,342.350809
945.300227,342.350809
943.244169,348.518983
941.188111,348.518983
937.075995,352.631100
937.075995,354.687158
935.019937,356.743216
935.019937,358.799274
935.019937,362.911390
930.907821,367.023506
930.907821,367.023506
930.907821,369.079564
928.851762,371.135622
926.795704,373.191681
926.795704,375.247739
926.795704,375.247739
926.795704,377.303797
926.795704,379.359855
926.795704,381.415913
926.795704,383.471971
924.739646,383.471971
922.683588,385.528029
922.683588,389.640145
920.627530,393.752261
920.627530,393.752261
920.627530,393.752261
920.627530,393.752261
918.571472,395.808319
918.571472,395.808319
918.571472,395.808319
918.571472,395.808319
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,389.640145
920.627530,385.528029
920.627530,385.528029
920.627530,385.528029
920.627530,383.471971
920.627530,383.471971
922.683588,377.303797
922.683588,377.303797
922.683588,377.303797
922.683588,377.303797
922.683588,377.303797
924.739646,373.191681
928.851762,371.135622
930.907821,367.023506
930.907821,367.023506
932.963879,360.855332
932.963879,358.799274
935.019937,356.743216
935.019937,354.687158
935.019937,350.575042
937.075995,348.518983
937.075995,348.518983
939.132053,340.294751
941.188111,340.294751
945.300227,332.070519
945.300227,330.014461
947.356285,325.902345
947.356285,323.846286
951.468401,317.678112
951.468401,317.678112
953.524459,313.565996
953.524459,309.453880
953.524459,307.397822
955.580518,303.285706
957.636576,301.229648
957.636576,301.229648
957.636576,297.117531
955.580518,288.893299
961.748692,288.893299
961.748692,282.725125
961.748692,284.781183
957.636576,276.556950
957.636576,274.500892
957.636576,274.500892
961.748692,268.332718
961.748692,268.332718
963.804750,266.276660
967.916866,260.108486
969.972924,258.052428
969.972924,258.052428
969.972924,255.996370
969.972924,255.996370
969.972924,253.940312
967.916866,251.884253
967.916866,251.884253
967.916866,249.828195
967.916866,245.716079
967.916866,245.716079
967.916866,245.716079
967.916866,245.716079
967.916866,241.603963
967.916866,239.547905
967.916866,237.491847
967.916866,233.379731
969.972924,231.323673
969.972924,231.323673
969.972924,231.323673
969.972924,231.323673
974.085040,231.323673
974.085040,231.323673
974.085040,233.379731
974.085040,233.379731
974.085040,233.379731
974.085040,233.379731
974.085040,233.379731
974.085040,233.379731
974.085040,235.435789
974.085040,237.491847
974.085040,237.491847
972.028982,237.491847
972.028982,237.491847
972.028982,237.491847
972.028982,237.491847
972.028982,237.491847
972.028982,237.491847
972.028982,237.491847
969.972924,249.828195
969.972924,249.828195
972.028982,239.547905
969.972924,251.884253
972.028982,255.996370
965.860808,258.052428
965.860808,258.052428
965.860808,258.052428
965.860808,262.164544
965.860808,264.220602
965.860808,266.276660
967.916866,270.388776
967.916866,270.388776
967.916866,272.444834
961.748692,280.669067
961.748692,280.669067
961.748692,288.893299
961.748692,288.893299
959.692634,295.061473
959.692634,299.173589
959.692634,301.229648
959.692634,307.397822
957.636576,309.453880
957.636576,313.565996
957.636576,313.565996
953.524459,319.734170
951.468401,323.846286
951.468401,325.902345
949.412343,334.126577
945.300227,334.126577
945.300227,340.294751
945.300227,340.294751
947.356285,342.350809
947.356285,342.350809
945.300227,348.518983
945.300227,348.518983
941.188111,350.575042
941.188111,354.687158
941.188111,360.855332
941.188111,360.855332
937.075995,362.911390
935.019937,367.023506
935.019937,367.023506
932.963879,371.135622
932.963879,371.135622
930.907821,373.191681
930.907821,375.247739
930.907821,377.303797
930.907821,383.471971
930.907821,383.471971
930.907821,383.471971
930.907821,385.528029
922.683588,385.528029
920.627530,391.696203
920.627530,391.696203
920.627530,391.696203
920.627530,391.696203
920.627530,391.696203
920.627530,391.696203
920.627530,391.696203
920.627530,393.752261
920.627530,393.752261
918.571472,395.808319
918.571472,395.808319
918.571472,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,397.864378
916.515414,393.752261
918.571472,389.640145
918.571472,389.640145
920.627530,387.584087
920.627530,385.528029
924.739646,381.415913
924.739646,381.415913
924.739646,381.415913
926.795704,379.359855
926.795704,375.247739
926.795704,371.135622
928.851762,371.135622
928.851762,369.079564
928.851762,369.079564
932.963879,364.967448
935.019937,362.911390
935.019937,362.911390
937.075995,360.855332
937.075995,358.799274
939.132053,352.631100
941.188111,348.518983
937.075995,346.462925
937.075995,344.406867
941.188111,340.294751
945.300227,334.126577
947.356285,327.958403
947.356285,325.902345
947.356285,323.846286
951.468401,321.790228
951.468401,317.678112
951.468401,311.509938
951.468401,309.453880
955.580518,307.397822
955.580518,305.341764
955.580518,299.173589
957.636576,297.117531
955.580518,286.837241
955.580518,286.837241
955.580518,282.725125
959.692634,278.613009
959.692634,278.613009
959.692634,270.388776
961.748692,268.332718
961.748692,266.276660
963.804750,264.220602
963.804750,264.220602
963.804750,262.164544
963.804750,262.164544
969.972924,258.052428
969.972924,255.996370
969.972924,255.996370
969.972924,253.940312
969.972924,251.884253
969.972924,249.828195
969.972924,249.828195
969.972924,245.716079
969.972924,245.716079
969.972924,245.716079
969.972924,243.660021
969.972924,239.547905
967.916866,239.547905
967.916866,237.491847
