pt1_cam1_X,pt1_cam1_Y
583.434004,233.379731
558.761307,233.379731
554.649191,260.108486
560.817365,278.613009
556.705249,301.229648
546.424958,315.622054
542.312842,325.902345
534.088610,332.070519
527.920436,336.182635
523.808319,340.294751
511.471971,334.126577
511.471971,338.238693
505.303797,325.902345
507.359855,307.397822
501.191681,293.005415
